content,score
okkkkkkkkk,5
ok mantap,5
mudah bayar,5
puas memabut sekli,5
ok bet,5
mudah transaksi online nda capek capek rumah,5
terimakasih mudah nasabah,5
bri tembilahan baik,5
terima kasih sdh mudah,5
layan cepat,5
keren dach,5
mantao,5
bantu rumah tangga,5
suka,5
good aplikasi,5
brimo hp oppo reno nggk log user name dgn pasword dgn nmr telfon udah bener,4
mantaaaf,5
goodddd,5
keren baik,5
sukses slalu lancar top,5
puassss,5
ok,5
bri mantap,5
nominal angka tabung opsi sembunyi nyaman klo aplikasi thanks,5
mudah aman,5
dng brimo transaksi mudah terima kasih moga jaya,5
jos,5
mudah mobile brimo,5
mudah ga pake ribet,5
alhamdulillah,4
aplikasi bagus transfer aja cuman kadang saldo kurang gimana nii,3
aplikasiy sngat membantusangat mudah digunakancepat praktis,5
kadang suka error butuh,3
bantu trima kasi brimo,5
bagus bantu,5
bantu mudah urus,5
transaksi mudah,5
mantap bantu trafer gratis promosi mantap pakai brimo,5
kasih bintang terima kasih brimo pakai aplikasih bank brimo transaksi lancar tidak kendalacuman beli pakettan pulsa tidak,5
catat keluar otomatis susah catat uang kacau,1
nyaman brimo,5
layan cepat tolong bonus diskon,5
mudah transaksi,5
bad,1
aplikasi nya bagus bank bri data brilife ansuransi pemberitahuanini nyaman pengunan nasabah aplikasih bagus apa berat nasabah bri pindah bank yang bye bri,1
bagus membantuu,5
terimaksih bantu,5
admin brimo nggak sich iklan promo jam orang tidur malam,2
sangan bantu mudah,5
aduh setor tunai k saldo rekening tambah struknya hasil adu proses,5
banget ganggu,3
okkkkkkeeeeeee,5
bankbri udh ga percaya masah bulan rbu admin nya karyawan korupsi rbu jta kaya tap nya,1
akun brimo ndak buka blokir,3
alhamdulillah yang bodoh gampang beli pulsamantap jiwa brimo,5
mudah bayar transaksi,5
tambah catat eror yay,2
sy telat krn lupa pas tegur sy br sy bayar,5
daftar aja ribet upload ktp gagal mulu,1
thanks brimo transaksiq lancar,5
checkout jdi mudah gampang tf bayar butuh dg mudah,5
login pindah hp ribet susah segi aman bugnya baik tim nya kalah bca,1
sanggat bantu karna ngak transfer cek saldo,5
bagud,5
bantu hidup,5
bagus,5
mudah bantu nyaman aman terimakasih brimo,5
tolong bri baik daftar bri mobile gagal verifikasi wajah udah dateng bank nya aja ngga iya hpnya support bni bca aman aman aja,1
bagus masuk data hasil,1
scan qris error saldo tulis saldo cukup tolong baik yaa,3
war biasah iloveyou amel,5
bagus sistem kirim kode otp login nunggu udah kali kirim minta kode otp tidak masuk masuk kartu jaring internet bagus tolong baik sistem menggangu guna penting,1
bagusdsssssd,5
terima kasih brimo mudah dan cepat,5
mudah cepat amanah,5
mesin atm nya rusak kecewa,5
keren bantu,5
bagus nunggu menit stiap ambil uang udah tau antri bolak antri,2
aplikasi ya bagus,5
bantu operasi nya mudah paham,5
mudah praktis,5
lanjut,3
bantu praktis,5
keren isdebest,5
sempurna milik tuhan,4
bismillah moga aman aplikasi,5
membantuapk yang bagus,5
okeh banget,5
ckup bintang,5
mohon bantusy akun brimosetelah hp sy riset trs sy download brimo tidak masuk yad tulis nomer hp blm daftar brimopadahal nomer yang daftar brimo sebelumnyamohon jelas,4
coba,5
guddd,3
mantapdan puas layan,5
mudah banget,5
mudah dan bantu,5
layan cepat mudah guna,5
kasih bintang mudah transaksi dll trimakasih,5
akun login user name password nya salah coba lupa password sandi akun daftar pas coba transfer ken req bri akp nama rekening nya,1
mantap aman,4
mudah transaksi bantu,5
bantu,5
msh mula sy mnggunakan brimo inimdhn bgs dn layan kdpnnya,5
ad kendala,5
argh ribet banget pindah hp aja logout dg sempurna apk cacat,1
mudah,5
senang banget mudah transaksi,5
bagus banget cepet,5
good brimo mudah nasabah mudah tf dll,5
mudah transaksi,4
sms otp masuk login username password salah trus tolong baik sistem nya,1
enak ndak ribet,5
lelet eror transfer,1
mohon baik foto ktp susah verifikasi,1
aplikasi log doang gagal mulu daftar hapus ulas wajar sih bintang lapor nggak respon kaya nggak niat banget aplikasi,1
bgus transfer cpt,5
seneg denger notif brimo,5
daftar susah,1
istimewaaaa aplikasi,5
aplikasi manfaat,5
moga,4
ga ribet nyari atm mudah bayar,5
mudah jenis bayar,5
sangan bantu rakyat,5
efisien cepat,5
mantul mudah cepat,5
good mobile banking,5
moga,5
mudah berteransaksi,5
lol kode sia,1
transaksi,1
mamudahkan transaksi,5
mantap bagus komplit keren,5
aplikasi bantu,5
mantap cepat rumah transaksi amanah,5
proses transfer cepat,5
tf dana ganggu trs,4
brimo knp deh akun salah mulu sampe bikin x akun brimo password udh bener cek kali nomor hp yang cantum jga ga mati aja ga buka kalau minggu tidak cek bikin akun sih capek yaa ganti mulu,2
update aneh pas bayar qr scan barcode saldo saldo tolong perhati,1
brimo oktapi sayang tipu facebook yang tindak lanjut,5
joss mantep,5
layan nya,5
transaksimemuaskan,5
layan baik,5
aplikasi konfirmasi datadata coba ulang kali,1
langkah lanjut isi formulir nya dngn,1
daftar brimo knp ya masuk hasil daftar brimo masukmembuka rekening gimana ya mohon arah,5
bantu tinggal duduk rumah transfer bank kantor atm dekat,5
ok,4
terima kasih brimo layananya,5
muas,5
masyarakat,4
guna aplikasi brimo mudah cepat,5
buka bank bri pilih tgl gk gmn udh cba cba ttp gk,3
mudahterpercaya aman,5
brimo,5
verifikasi wajah ga,3
aplikasi bagus dukung lancar nya transaksi,5
mntep,5
mantap ribetjaya trus bri,5
login alas hp sesuai daftar brimo payah kecewa brimo mohon baik nasabah,1
brimo ok tp atm kdg susah kl setor sensitif jd uang lg,5
simpel praktis,5
terimakasih brimo,3
bantu terima kasih,5
good l,5
download kali daftar aja tidak susah bener segitu resmi pake data pribadi hadeeeehh udah masukin data sesuai tetep tidak,1
mantap mudah bagus cepat,5
alhamdulillah bikin lancar,5
bagus keren,5
alhamdulillah aplikasi mudah transaksi,5
bagus sayang log,5
aplikasi brimo bantu transaksi bantu memonitoring dana masuk efisien,5
bantu gampang,4
apk bantu mudah,5
aplikasi bagus bantu,5
daptar susah gabisa mulu,1
cepat mudah,5
praktis kirim duit tidak butuh langsung masuk kalah cuman jam malam tidak kirim uang,5
mudah dlm transaksi,5
yeayyyterima kasih brimo akun aplikasinyamempermudah banget transaksi terima kasih,5
mudah transfer,5
bagus sanggat bantu,5
vertivikasi wajah gagal,5
bantu mudah praktis cepat best,5
simplebagusfree admin kembang bri,5
asik banget pake brimo,5
helpfull,5
enak pakent,4
mudah kirim uang moga mudah lancar hambat trimakasih brimo,5
muhamad maryontong cipinang pasar burung kebembem amajing ok,5
gila brimo habis blokiruang habis potong teruspadahal pinjam lunasterlalu updatepinjaman brigunajadi potong teruskacau,4
puas pakai brimo,5
lupa username nomer kait aktif saran nya login,3
update aman berkalarawan siber crime,5
bagus cepat,4
alhamdulillah pakai lancar jaya,5
mntap prthankn plyananx,5
ko login berimo,1
layan nya buruk lambat lelet gax ramah antri sampe jam beda bca langsung satset,1
lancar,5
gampangmudahpraktisterimakasihh,5
mudah transaksi,4
mudah banget pke brimo cek mutasi dari sni makasih ya,5
alam bagus brimo aplikasi brimo mudah transaksi perban,5
mantap tingkat layan,5
bantu berintetaksi,5
bantu brimo bagus,5
bagus mantap aplikasi nya,5
buka tabung atm bruh dgn muncul kode lada lada data,1
bantu skali transaksi beli topup walet,5
mem bantu,5
mantap,5
bagus aman susah pemilk nomor sim paket data cukup gagal ruic,3
transaksi mudah cepat,5
trmksih layan,5
good,5
neng brimo tidak susah kluar rumah,5
mantap,5
respon cpt,5
p loker,5
lumayan,3
kasi duit,5
asik mudah,5
gimana ga masuk tulis nomor valid solusi nya gimana,1
mudah traksaksi,5
puas nya brimosemoga biar puas lg,5
mudah guna moga jaring stabil,5
nice report,5
mantap mudah aman,5
bagus puas,5
mantap banget bos,5
lbh mudah,5
cepat proses,5
antap bantu,5
ngeselin banget fitur saya salah masukin username kali blokir nomer saya udah ilang pas ngurus bank bilang gk ganti nomer nomer nya tidak sistem tidak ribet gmn klo nomer udah pegang orang link nya buka uang saya ambil tanggung looopokok nya mintak jalan biar login saya,1
mudah transaksi,5
mudah kerja,5
klo utk transaksi cepet tp knp mesti biaya admn notif sms yaa,3
puas,5
gimana ya dapet uang transfer tidak masuk ya kirim transaksi sukses,1
like,4
aplikasi bantu,5
tidak klo pake wifi rumah suka lot banding pake kuota data hp wifi rumah pake paket fast,4
mudah,5
memudahkn,4
senang,4
mudah transaksi mana,5
instal lngsung nyoba habis pindah dr apk bank belah keren skrng bri sdh bagus kayak pindah utk kembang bri ku,5
aplikasi brimo ok,5
mudah pakai,5
mudah pokok,5
trimaksih brimo,5
pakai brimo mudah,5
simple cuy make nya,5
alam aplikasi brimo bantu perlu dlm transaksi uang lebiih mudah cepattdk hrs dtng bankke atm bri terimakasih brmo,5
moga lancar,5
susah masuk paksa uninstall,1
cepat mudah,4
simple,5
lbih gampang lbih mudah mana,5
sangan mambantu,5
cepat akurat,4
top dana brimo banyak transaksi gagaljadi gimana yhakalo dibenerin min ngelagmulu,3
mumbantu transaksi,5
mantaapppp,5
oke praktis,5
brimo yang depan,5
mantap mudah,5
tolong brimo,5
eror scan ktp,1
brimo praktis mudah ribet paten,5
mudah efisien ribet,5
susah bner login gagal nomor salah trs sesuai hp,1
bri hebat,5
mudahcepat,5
mudah utk selancar brimo keren,5
gampang pake,5
aplikasi ku udh eror ya ad salah dlm transfer ters muncul kode pr lg atas gimn ya,4
mrmudahkan,5
terimakasih brimo ganti proses daftar rekam wajah baca kalimat gagal mudah tinggal tengok kiri kanan hehe langsung hasil daftar mantap,5
mantabbb,5
bagus kecewa,5
username password salah langsung hapus,1
mudah aman mantappppp,5
mudah lengkap,5
mudah,5
yh saldo rekening kurang sih jarang pakai uang brimo saldo kurang perlahanlahan kesini malas pakai brimo moga depan saldo brimo tidak kurang kasih bintang kecewa skalii,1
nice good,5
mudah transaksi keren bantu,5
tf bank gagal tpi saldo kurang trnsaksi jam tgl oktober oktober blm kembali dana,2
terima kasih sdh cipta aplikasi keren bagus,5
sungguh bantu transaksi mana antri atm,5
aplikasi yang bagus transaksi,5
puas dgn mengunakan btimo ne krn ssngat bantu,5
akses cepat mantab,5
guna kartu brizzi etoll topup k aplikasi dana status hasil aktif saldo hasil mana uang kalau nipu,1
thanks bri,4
terimakasi brimo pelayananya muas,5
tolong kedepanny mohon sngat superapp brimo blm fitur obrol maya asisten digital panggil vidio bas ai ganti kartu atm scra online lacak rim kartu debit dimbankingny brimo brizzi versi digital dompet digital brand bank bri sndiri menu hadiah krm uang dgn amplop maya digital ai pnutupan akun brimo rekening pribadi scara online qris tap toko online resmi jualn kartu brizzi bri apk brimo byu bayar pbb indonesia,5
oke banget,4
aman mana uangkita gatakut ilang,5
gk download apk brimo karna memori penuh,2
mantappp,5
kode referalnya ya daftar ga klik lanjut,4
jujur amanah,5
si apliasi tidak ysaya uda daftar uda selesai yang eeh mala tidak login phn susah,3
pp atap pokonamah,5
aplikasi brimo mudah mantap poko,5
kak tolong nie server apknya dibenerin ku lihat update nie apk daftar akun aja looding golong baik kasib bintang says masuk akun bri,1
terimaksih mudah,5
ok,5
mohon bantu daftar lancar mudah masuk aku,5
bagus,4
bantu transaksi mudahdan praktis,5
aman tidak uang pakai aplikasi,3
transaksi nya lambat tulis nya proses udah tidak jelas,1
suka aplikasi nya,4
bri mudah transaksi bayar apa mudah terimakasih,5
bagus customer servicenya gercep,5
bagus muas mudah trasaksi,5
bantu sulit,3
mantapppppppp,5
okegood,5
aplikasi brimo mudah transaksi perban fitur fiturnya lengkap mudah respon developer cepat moga jaya biaya adminnya turunin,4
transaksi aman nyaman,5
aplikasi brimo bantu terimakasih,5
mantap nih aplikasi,5
terimakasih brimo,5
sip aja,5
top banget ya,5
cepat mudah dlm transaksi,5
maaf hormat percaya bank bri tolong bimbing trima kasih brimo jaya,5
praktis banget transaksi,5
mantap tidak ribet,5
mantap mudah serba brimo mah,5
sungguh bantu administrasi,5
bantu cakup butuh,5
mantapppp,5
keren pake banget,5
bantu bro,5
verifikasi waja aja tidak emang taii,1
buka brimo,5
bantu bget brimo,5
log tolong kerja nya tidak,1
mudah transaksi,5
top dana gagal melulu telpon pusat bantu dadak banget pindah bank cepat,1
susah buka rek bri online dounloud aplikasi udah masukin foto ktp isi data referal kosongin nggak papa ya hasil gagal masukin data kode ladk,1
ok mntap,5
trimakasih brimo mudah sya transaksi tahan kualitas brimo,5
suka apl,4
terimakasih brimodgn adany brimosangat mudah transaksi dlm urus,5
kalau pesawat supersonic kalau qris brimo lesat,5
puas,5
layan gampangsukses trus,5
tranfer bca gk masuk masuk yapadahal lapor nya sukses tp lihat bca gk masukmohon info nya,1
akun brimo tidak ko akun sya blokir begitu sja,4
mudah transaksi uang elektronik,5
aplikasi brimo mudah transaksi,5
aplikasi bantu pribadi,5
aplikasi brimo bantu transaksi terima kasih brimo mohon tahan,5
ok,5
kualitas bagus good job lupa upgrade terus,5
daftar,5
mudah cepat transaksi,5
mambantu transaksi mudah,5
proses transaksi cepat mudah,5
aplikasi jelek baik kelas bumn ko gin,1
aplikasi bantu,5
bri,5
baik aplikasi,5
kecewa akun mbanking susah banget gagal mulu verifikasi wajah udh ngikutin tunjuk,1
brimo mntap,5
senang pakai brimo tranfer mudah,5
mantaps jaya,5
brimo keren mudah terimakasih brimo,5
best app,5
puas banget pelayananya moga lancar,5
koneksi internetmu,3
kali transaksi virtual accout ngegantung aplikasi lapor ditanggepin kelas bank aib yang gk toleransi kecewa,1
brimo kerenc kadang top dana kawan transfer kena admin,5
baguss,5
stabil mudah,4
kali transaksi kirim uang ewaled masalah tolong ribet,3
mudah aktivitas cetak kartu atm mudah mikir atm hilang lupa ketelen mesin atm tinggal scan mudah belanja online mudah,5
tibatiba tidak login salah mulu passwordnya pilih lupa password aja data sesuai,1
susah masuk apk brimo,4
jozz,5
kasih bintang ya,5
good,5
efisien mudah guna transaksi giat online,5
lumayan yah,4
bri yang baik,5
tikatkan mudah transaksi,5
keeren,5
bantu,5
gimana isi saldo dana gx tolong baik lebih normal,5
emang mudah transaksi ga ribet musim hujan ga maju bri,5
apk brimo bagus,5
bermaanfaat ad atm,5
mudah brimo tahan tingkat,5
bagus aplikasi cepat proses gk bank,5
alhamdulillah lancar,4
puas aplikasi,5
mantap cepat,5
kasih bintang kalau ga puas aplikasi cs,1
mudah mudah briguna aju pinjam acc,5
cepat praktis aman mudah,5
aplikasi segi warna,5
bagus,5
sekaliterima kasih,5
neng bangeeet puas,5
mudah bantu,4
sangan simple bantu terbaikkk,4
update tdk sinkron dg dplk update suruh hubung sabrina eh maaf sabrina sedia informasi sistem brimo akun dplk duh,1
praktis,5
oke sih,5
sukses,5
bantu,5
transaksi mudah,4
kesel banget ganti akun brimo hp satu mlah loginnya susah banget nomor hp yang daftar brimo tdk deteksi pdhal loginnya udah pke nomor yang dftar brimo gmna coba susah banget loginnya,3
puas pakai bri mo transaksi cepat kpn sj mn,5
alhamdulillah semenjak pakai brimo memper mudah trimakasih brimo,5
mantap,5
aplikasi bantu update masuk suda masuk,3
bagus hatihati kena hack,5
kalau bintang gua kasih bintang beli pulsa udah status sukses tidak masuk saldo udah potong k pulsa mahal uang segitu,1
aplikasi penuh butuh perban,5
apl yang bantu mudah transaksi mana,5
yang instruksi error nomor headphone sesuai muncul internet jg yang ngeluh tuh tolong baik,1
mudah transaksi gk teller atm,5
mental mental mulu login,1
bayar pbb daerah sultra,5
bayar kartu halo,5
bantu,5
ka sy bikin akun brimo tp nomer hp salah masukinnya,5
aplikasi bantu kasih bintang,5
bagus brimo nya lengkap,5
layan rekening ramah sopan arah suka bri,5
terimakasih brimo cepat transaksi bisnis,5
mudah transaksi,5
ad nya aplikasi jenis bayar mudah gk kluar rumah lg mntap,4
bgus,5
muas pakai brimo,5
layan bagus sukses bri,5
brimo leluasa transaksi,5
bantu terima kasih,5
tidak login brimo alas nomer sesuai nomer terdaftaremail daftar,1
mudah banget,5
praktiscepat mudah,5
kali pake brimo moga layan,5
mudah digunakanpraktiscuma mesti datakalo luar kota sinyal data,5
simpel aman mudah,5
mantap moga depan semakinbaik,5
mantab mudah,5
akun yang tutup buka,2
ok,5
aplikasi bagus cuman bri biaya sms mahal banget ya notif kadang bancis bayar notifikasi sms doang kalau gin mending ganti bank aja aga kecewa,2
mntap jiwa,5
easy use simple,5
proses cpt gk ribet mantap,5
pokok brimo mantap deh,5
terima kasih,4
mudah bagus,5
senang nabung,5
bayar mudah ribet,5
mantabs,5
mudah transaksi ribet,5
bagus transaksi,5
bagus baget,5
keren truss bri udah gk kalah lo sma bank swasta lainlayanan jga ramah ramah banget jd betah,5
cepatdan bgusss,5
dangat butuh,3
satzettt,5
pusat adu layan nya jelek proses nya customer service nya banyak janji bikin langgan kecewaa,1
mudah pakai aplikasi brimo,5
aplikasi brimo mudah ok,5
bagus cep,5
mudah,5
suka notifnya,5
mudah smua transaksi kui like brimo,5
alhamdulillah langsung coba moga amanah,3
sanggat muas,5
aplikasi lancar top,5
cepat,5
capek banget transaksi brimo nontifikasi yang tidak nguras saldo rb bayar saldo tolong baik min tabung bertamabah potong,2
transaksi apa mudah mantap brimo,5
mudah nasabah transaksi,5
gimana yahhh nggk login terang handphone sesuai sya cmn pke kartu datapulsa sdh cba login,2
bagus manfaat guna,5
mudahhh,5
baik bantu,5
mudah transaksi,5
aplikasi bagus guna banget,5
assalamualaikum,5
aplikasi yang bagus cepat mudah pakai,5
oke mudah,5
salah brimooku fiturnya jangn sulit,5
aplikasi baik mudah transaksi tks bri,5
maaf diturunin bintang apk banget update asa lelet buka,3
mantap bangetkalau transfer bank gratiss,5
mudahdan bantu aktivitas,5
enak sih bingung,4
mudah cepat akurat,5
keren pake brimo,5
bri unit kutasari,5
terimakasih bri aplikasi bantu,5
bagus ribet,5
keren mantap bri,5
aplikasi asumau daftar udah isi ga klik lanjutkantolol aplikasi ga,2
nyaman mudah tingkat layan aplikasi offline terimakasih,5
goodeasytanpa ribet,5
kecewa layan cs bri tlvn,1
aplikasi brimo bagus mudah transaksi perban fitur fiturnya lengkap mudah verifikasi login mudahpokoknya brimo bagus aman,5
rekomendasi,5
bagus lancar,5
mantap aplikasi bantu,4
gin ratingna,3
moga slalu amanah yaa,5
terimakasih aplikasi brimo fitur fiturnya mudah,5
terimkasih,5
mudah,5
layan cepat,5
bagus banget sih aplikasi mudah simple,5
urus brimo lancar ribet terima kasih,5
sangatttt bantu,5
praktis transaksi,5
bantu dlm transaksi mudah dgn brimo,5
fitur log sidik jari hilang,4
moga depa brimo,4
update aplikasi ga loginalasannya username password salahbeberapa kali kejadiantolong optimal kerja aplikasi,4
mepermudah banget klo ambil cash trf bayar belanja,5
bantu transakssi,5
mudah cepat aplikasi ga ribet,5
apk nya mantep,5
mantaaaaaap,5
ngelag gabisa buka,1
bagus banget apk nyakemren akun nya sempet blokir apk nya bimbing sampe akun nya pulih kambaliiii ga nyesell siihhhh kereeenn,5
brimo suka skali ngeframe jdi sulit transaksi upgrade tetep bgitu,2
transaksi mudah,5
mudah cepat mantap,5
muas ken apk brimo pkok nya puas pke brimo,5
tf beda bank cepat,5
mudah,5
app yng bantu,5
bagus mudah perlu bayar terima kasih brimo,5
mudah tele mutu,5
bantu pokok brimo oke,5
alhamdulillah bantu,5
okberguna bnget,5
bagus banget mudah,5
syuka semuaa brimo bayar nya,5
layan cepat,5
update apk tdk buka,5
bang kode otp tidak muncul muncul gmail ganti pwnya karna lupa ulang kali kirim ulang tidak kode otp nya bang,3
saldo tahan cs robot,1
mudah praktis utk transfer,5
bank buruk tidak buka data sesuai ktp kantor trouble,1
manteb,5
daftar salah masuk foto ktp sesuai ikut intruksi,1
pertamakali pake brimo mudah guna nya sukses brimo,5
lumayan,5
brimo bantu aktivitas terimakasih,2
mudah perli atm,5
aplikasi brimo bantu transaksi,5
proses simple dan akses sistem aktivitas lancar goodjobthanks brimo,5
bagus mudah orang,5
alhamdulillah transfer mana aja keren,5
lelet,2
tahan layan,5
transaksi lancar muas,5
aplikasi mudah bantu nasabah moga depan,5
pake brimo bikin rekening mbanking thankyou bri,5
akun ga masuk semenjak ganti hp email kartu daftar pasang ga masuk kartu ynag cantum tera nya udah pasang,1
kak brimo apk ga download tolong,3
aplikasi bantu bagus si anda kasih reward transaksi guna random,5
bantu moga depan kendala transaksi,5
keren mantaaabb daaaahhhhh,5
lumayan mudah,4
aman,3
tolong kirim notif jam malam,3
mantap bangettt,5
mqntap,5
aktif finansial pindah rekening alih rekening utama,1
habis update ko apk nga open ni,5
mudah transaksi,5
ok,5
sring oflen,4
okeee sih,5
baguss lahh top banget ngga ribet,5
akun buka,1
alam user masalah login salah username salah password dsb tidak login username password sesuai brimo ribet banget,1
mudahh,4
brimo kocak login tidak masuk user pw salah pas emng pw ama usernamenya,1
pokok keren,5
bantu utk bayar,5
aplikasi brimo bantu sya mantapz pokok nya,5
proses cepat amaaan terimakasih brimo,5
suka,5
mudah,5
aplikasi gampang mudah transaksi,5
mudah transaksi,5
asuuu,5
bagus mudah yang ribet,5
mudah,5
good app,5
tidak bikin ribet,5
asuh ganggu daftar tidak ni,3
mantap praktis tidak cari link atm,5
serta face lock fitur aman mudah login,3
terima kasih brimo bantu,5
transaksi mudah gampang banget nice like,5
ngeri kali pakai brimo cek mutasi rekening potong biaya notifikasi notifikasi ngeri ngeri aja gpp notifikasi saldo potong notifikasi ngak auto hapuuuuuus,1
sulit nerima sms,5
bantu transaksi,5
mantap skali goesss,5
selamat malam taya knp gk log iya udah daftar haya ganti hp nya tolong jelas nya bapaibu,4
terima kasih bri aplikasi brimo mudah,5
mantap cepat mudah,5
kah ref bank negeri cair uang bukti kirim bank internasional,5
mudah,5
akses cepat mantab,5
mantap aplikasi,5
terima kasih ya,5
mantab jiwa,5
daftar berkalikali loading berharihari udah chat customer service suruh uninstall pasang aja kaga hasil,1
mudah bayar tagih rutin,5
scan barcode,1
hati hati transaksi beli paket data aplikasi brimokronologi beli paket data simpati admin nya saldo rekening potong otomatis,2
ok banget,5
bagus,4
pakai mudah cepat,5
mudah gunakana jdi peraktis,5
bantu perlu transaksi mana transsaksi,5
bnyak sulit masuk ganggu hadeeehhh,2
aplikasi bagus keluh bayar qris kadang kendala coba banding akun mobile banking scan qr tingkat,4
pakai brimo ribet cepet,5
limit pinjam kur bri juta ya butuh yang aja,5
ok,4
tolong jngan ganggu,4
bagusssbisa bantu usaha,5
mudah simple puas,5
puas karna bayar tagih transfer keluarga mudah,5
mantappppuas pake brimo,5
bagus mudah tp login pakai wajah,3
bagussangat bantu,5
mantap brimo plus keren,5
transaksi mudah mana,5
bagus mudah transaksi bayar,5
finger print lu ngapain sih mulu risih banget woyy,1
simple,5
mantap bantu,5
manstap,5
aplikasi brimo hpku hapus kog ndak instal ya mohon solusi,5
mudah ecek uang atm,5
mantap,5
mantap banget,5
ol,4
ribet tee,5
bantu manfaat,5
keren aja nih fiturfitur brimo moga update depan bagus,5
poko gampang bgtttt brimo mbanking favorit sayaa,5
keluar notif tidak,3
moga sukses,5
brimo gampang,5
ntab,5
bantu era jaman serba aplikasi ok bri sipp moga depan nya bantu guna apk brimobagibagi saldo,5
mempermuadh urus,5
lumayan bagus layan,5
update baru muncul bug super annoying bayar uang kuliah gagal mohon baik cepat,1
mudah nasabah,5
bagus bnget,4
akses cepat,5
bagus cepat,5
aplikasi deteksi nonor telepon telepon sesuai,1
gampang transaksi,5
layan yang mudah nyaman cepat,5
layan costumer service oke,5
gampangmudahcepat transaksi,5
aplikasi nya mudah cepat terima kasih bri,5
keren mudah,5
kantor bri pake brimo nya,5
bantu apk,5
baik rekomended,5
keren apk suka suka,5
makasihh ya mudah sekaliii,5
muas beda mobile banking bank lengkap mudah pakai,5
hemat,5
bantu giat transaksi hari bulan praktis mudah,5
nyaman modah,5
cepat tnpa ribetdan yang isi bot,5
daftar banking susah tulis nomor rekening batas digit rek digit tulis jeda deteksi lanjut tolong baik ya,1
mudah puas brimo,5
keren guna bayar,5
bantu bolooo trimakasih,5
mudah transaksi,5
brimo bantu,5
alhamdulillah bantu dlm transaksi,5
guna,4
mantapmudah penggunananya,5
mantap bri,5
bagus sih rek bri nya tidak tarik habis hrs sisakn rb diatm hmm mengsedih,5
transaksi mudah dgn brimo,5
mateplah pokok serba cepat pake brimo,5
aplikasi tidak bagus bantu udah tidak masuk aplikasi suka,1
mudah langsung pakai hambat moga lancar error lagidan baik bantu ber transaksi trimakasih,5
versi kemarin bug login admin langsung gerak cepat tanggap keluh brimo terima kasih brimo,5
execellent,5
halhamdulilah mudah,5
brimo,5
bagusbriguna aju bantu,5
aplikasi bagus verifikasi wajah susah kallo pikir wajah yang,1
bri kesini ribet aja layan nyapayah orang mah bagus layan nya burukmending pake bank swasta tidak ribet,1
mantul,5
saldo dplk lihat brimo update,1
mudah puas,5
mantap moga,5
layan muas,5
bantu sngat mudah trxplis moga eror ya brimo ku,5
bagus oke bnget poko,5
layan muas,5
membabtu transaksi,5
aplikasi bagus cari atm,4
suka bantu stiap transfer gin,5
baik,5
mudah tranfer anak mondok,5
guna aplikasi yang mudah lengkap,5
aplikasi bantu moga depan nya praktis bagus sekses,5
sip,5
guna bantu,5
gimana sih daftar bri mo gabisa error kode sixr males,1
mantb ok,5
mantap ribet,5
bagus banget sihh,5
hallo kembang lapor bug aplikasi ceria mohon baik login akses masuk,3
bagus gampang maka nya,5
aplikasi brimo best brimo uang dlm gegaman,5
aplikasi best rekomen banget fitur nya lengkap gampang,5
bagus mudah transfer terimakasih,5
mudah aplikasi brimo ga ribet,5
canggih,5
mudah transaksi hari,5
goodd,5
susah login,1
great app,5
hati hati cs cs ilegal,1
transaksi mudah,5
mantap bri mo,5
akal daftar brimo rekening sengaja sulit pakar ekonomi bank miskin negara rakyat indonesia korban era jaya emas media transaksi sukses,1
cepat,5
good job,4
bantu mudah sekaligk ribetmakasih brimo,5
bantu aplikasi,5
brimo kalau menit aja pas tarik saya gabut njirr nunggu menit takut orang ngapangapain,5
isi saldo e wallet mesti transaksi gagal mulu tolong atmin,2
apk bagus gampang mudah digunakansemoga depan bagus,5
top,5
bantu,5
gbsa pke fitur fingerprint pas update gabisa krn ponsel kompatibel,1
tahan,5
fast response,5
brimo simple cepat oke,5
brimo bri aplikasi hebat dasar nilai dorong desain degan aplikasi brimo bri inti tuju bangun jembatan manusia dunia aplikasi brimo bri digital kreapitas unik,5
mantul mantap urus uang jd mudah,5
april bri life ngisi k cetak tabung mana uang yang,5
bismillah yang,5
aplikasi gaguna daftar aja ribet gara gagal upload foto ktp mulu,1
susah aktif fiancial brimonya,2
acc,5
smoga manfaat saldo,4
perfect tolong tahan,5
alhamdulillah brimo bs mudah transaksi apa,5
update brimonya ngebug ya,1
brimo keren mntap,5
transaksi mudah bantu,5
alam,5
bagus kirim cepat tidak lambat,5
bagus tingkat layan nya,4
terimakasih bagus,5
gagal upload foto daftar rekening tlg atas,1
alhamdulillah,4
trimakasih layan yang ramah muas,5
aman,5
ok efektif efisien,5
mohon baik apk sungguh buruk login buka apk tambah fitur sederhana atas buat opsi checklist lewat proses,1
mantap aplikasi tranfer uang,5
transaksi cepat,5
de beesss,5
bagus mudah transakasi,5
mantap mudah rumah nyaman komplit,4
smnjak pake apk transaksi jdi mudah,5
tidak login pdahl,5
brimo urus cepat poko mantab,5
mudah,5
brimo tidak buka password username masuk,1
transaksi mudah,5
proses mudah,5
cepat aman,5
ber transaksi mudah gampang ga dr sih terimakasih bri,5
ya brimonya susah banget buka pdhl sinyal nya bagus bilang koneksi internetmu,3
apk bantu transaksi praktis,5
alhamdulilah aman nyama praktis semenjak pake brimo thanks bri,5
oke si fingerprint nya kdng gk,5
cepat nyaman,5
alhmdulillah babgusss syukaaa,5
